,Unnamed: 0,iso,language_name,track,location,year,path,filename,length,program,ID,no_segs,segs,segs_0,segs_1,segs_2,segs_3
63729,64081,xkc,Khoini,24,"Khoin District, Zanjan",2009.0,Programs/37/37924/A37924/PM-Copy-1001/,A37924-24.wav,48.384,37924,37924_024,True,{2: 1},0,0,1,0
63730,64082,xkc,Khoini,25,"Khoin District, Zanjan",2009.0,Programs/37/37924/A37924/PM-Copy-1001/,A37924-25.wav,51.392,37924,37924_025,True,{2: 1},0,0,1,0
63731,64083,xkc,Khoini,26,"Khoin District, Zanjan",2009.0,Programs/37/37924/A37924/PM-Copy-1001/,A37924-26.wav,50.474667,37924,37924_026,True,{2: 2},0,0,2,0
63732,64084,xkc,Khoini,27,"Khoin District, Zanjan",2009.0,Programs/37/37924/A37924/PM-Copy-1001/,A37924-27.wav,40.96,37924,37924_027,True,{2: 1},0,0,1,0
63733,64085,xkc,Khoini,28,"Khoin District, Zanjan",2009.0,Programs/37/37924/A37924/PM-Copy-1001/,A37924-28.wav,37.226667,37924,37924_028,True,{2: 1},0,0,1,0
63734,64086,xkc,Khoini,29,"Khoin District, Zanjan",2009.0,Programs/37/37924/A37924/PM-Copy-1001/,A37924-29.wav,50.986667,37924,37924_029,True,{2: 2},0,0,2,0
63735,64087,xkc,Khoini,30,"Khoin District, Zanjan",2009.0,Programs/37/37924/A37924/PM-Copy-1001/,A37924-30.wav,41.024,37924,37924_030,True,{2: 1},0,0,1,0
63736,64088,xkc,Khoini,31,"Khoin District, Zanjan",2009.0,Programs/37/37924/A37924/PM-Copy-1001/,A37924-31.wav,44.074667,37924,37924_031,True,{2: 2},0,0,2,0
63737,64089,xkc,Khoini,32,"Khoin District, Zanjan",2009.0,Programs/37/37924/A37924/PM-Copy-1001/,A37924-32.wav,44.949333,37924,37924_032,True,{2: 1},0,0,1,0
63738,64090,xkc,Khoini,33,"Khoin District, Zanjan",2009.0,Programs/37/37924/A37924/PM-Copy-1001/,A37924-33.wav,56.362667,37924,37924_033,True,{2: 1},0,0,1,0
63739,64091,xkc,Khoini,34,"Khoin District, Zanjan",2009.0,Programs/37/37924/A37924/PM-Copy-1001/,A37924-34.wav,49.877333,37924,37924_034,True,{2: 1},0,0,1,0
63740,64092,xkc,Khoini,35,"Khoin District, Zanjan",2009.0,Programs/37/37924/A37924/PM-Copy-1001/,A37924-35.wav,55.68,37924,37924_035,True,{2: 1},0,0,1,0
63741,64093,xkc,Khoini,36,"Khoin District, Zanjan",2009.0,Programs/37/37924/A37924/PM-Copy-1001/,A37924-36.wav,68.757333,37924,37924_036,True,{2: 2},0,0,2,0
63742,64094,xkc,Khoini,37,"Khoin District, Zanjan",2009.0,Programs/37/37924/A37924/PM-Copy-1001/,A37924-37.wav,57.898667,37924,37924_037,True,{2: 2},0,0,2,0
63743,64095,xkc,Khoini,38,"Khoin District, Zanjan",2009.0,Programs/37/37924/A37924/PM-Copy-1001/,A37924-38.wav,62.378667,37924,37924_038,True,{2: 2},0,0,2,0
63744,64096,xkc,Khoini,39,"Khoin District, Zanjan",2009.0,Programs/37/37924/A37924/PM-Copy-1001/,A37924-39.wav,50.176,37924,37924_039,True,{2: 2},0,0,2,0
63745,64097,xkc,Khoini,40,"Khoin District, Zanjan",2009.0,Programs/37/37924/A37924/PM-Copy-1001/,A37924-40.wav,65.327979,37924,37924_040,True,"{2: 3, 0: 1, 1: 1}",1,1,3,0
63746,64098,xkj,Kajali,1,"Khalkal District, E. Azerbaija",2009.0,Programs/37/37925/A37925/PM-Copy-1001/,A37925-01.wav,54.864333,37925,37925_001,True,"{3: 2, 2: 1}",0,0,1,2
63747,64099,xkj,Kajali,2,"Khalkal District, E. Azerbaija",2009.0,Programs/37/37925/A37925/PM-Copy-1001/,A37925-02.wav,28.364333,37925,37925_002,True,{},0,0,0,0
63748,64100,xkj,Kajali,3,"Khalkal District, E. Azerbaija",2009.0,Programs/37/37925/A37925/PM-Copy-1001/,A37925-03.wav,28.998,37925,37925_003,True,{},0,0,0,0
63749,64101,xkj,Kajali,4,"Khalkal District, E. Azerbaija",2009.0,Programs/37/37925/A37925/PM-Copy-1001/,A37925-04.wav,51.439333,37925,37925_004,True,{2: 1},0,0,1,0
63750,64102,xkj,Kajali,5,"Khalkal District, E. Azerbaija",2009.0,Programs/37/37925/A37925/PM-Copy-1001/,A37925-05.wav,33.611,37925,37925_005,True,{},0,0,0,0
63751,64103,xkj,Kajali,6,"Khalkal District, E. Azerbaija",2009.0,Programs/37/37925/A37925/PM-Copy-1001/,A37925-06.wav,42.468667,37925,37925_006,True,{},0,0,0,0
63752,64104,xkj,Kajali,7,"Khalkal District, E. Azerbaija",2009.0,Programs/37/37925/A37925/PM-Copy-1001/,A37925-07.wav,32.866667,37925,37925_007,True,{},0,0,0,0
63753,64105,xkj,Kajali,8,"Khalkal District, E. Azerbaija",2009.0,Programs/37/37925/A37925/PM-Copy-1001/,A37925-08.wav,40.298667,37925,37925_008,True,{2: 2},0,0,2,0
63754,64106,xkj,Kajali,9,"Khalkal District, E. Azerbaija",2009.0,Programs/37/37925/A37925/PM-Copy-1001/,A37925-09.wav,34.974667,37925,37925_009,True,"{2: 2, 0: 1, 1: 1}",1,1,2,0
63755,64107,xkj,Kajali,10,"Khalkal District, E. Azerbaija",2009.0,Programs/37/37925/A37925/PM-Copy-1001/,A37925-10.wav,47.605,37925,37925_010,True,{2: 1},0,0,1,0
63756,64108,xkj,Kajali,11,"Khalkal District, E. Azerbaija",2009.0,Programs/37/37925/A37925/PM-Copy-1001/,A37925-11.wav,41.271667,37925,37925_011,True,{},0,0,0,0
63757,64109,xkj,Kajali,12,"Khalkal District, E. Azerbaija",2009.0,Programs/37/37925/A37925/PM-Copy-1001/,A37925-12.wav,49.870667,37925,37925_012,True,{},0,0,0,0
63758,64110,xkj,Kajali,13,"Khalkal District, E. Azerbaija",2009.0,Programs/37/37925/A37925/PM-Copy-1001/,A37925-13.wav,37.743,37925,37925_013,True,"{1: 1, 2: 1}",0,1,1,0
63759,64111,xkj,Kajali,14,"Khalkal District, E. Azerbaija",2009.0,Programs/37/37925/A37925/PM-Copy-1001/,A37925-14.wav,34.962333,37925,37925_014,True,{2: 1},0,0,1,0
63760,64112,xkj,Kajali,15,"Khalkal District, E. Azerbaija",2009.0,Programs/37/37925/A37925/PM-Copy-1001/,A37925-15.wav,34.107667,37925,37925_015,True,{2: 1},0,0,1,0
63761,64113,xkj,Kajali,16,"Khalkal District, E. Azerbaija",2009.0,Programs/37/37925/A37925/PM-Copy-1001/,A37925-16.wav,53.578,37925,37925_016,True,{2: 1},0,0,1,0
63762,64114,xkj,Kajali,17,"Khalkal District, E. Azerbaija",2009.0,Programs/37/37925/A37925/PM-Copy-1001/,A37925-17.wav,44.137333,37925,37925_017,True,{},0,0,0,0
63763,64115,xkj,Kajali,18,"Khalkal District, E. Azerbaija",2009.0,Programs/37/37925/A37925/PM-Copy-1001/,A37925-18.wav,41.747667,37925,37925_018,True,{2: 1},0,0,1,0
63764,64116,xkj,Kajali,19,"Khalkal District, E. Azerbaija",2009.0,Programs/37/37925/A37925/PM-Copy-1001/,A37925-19.wav,40.437667,37925,37925_019,True,{2: 1},0,0,1,0
63765,64117,xkj,Kajali,20,"Khalkal District, E. Azerbaija",2009.0,Programs/37/37925/A37925/PM-Copy-1001/,A37925-20.wav,46.875,37925,37925_020,True,{2: 1},0,0,1,0
63766,64118,xkj,Kajali,21,"Khalkal District, E. Azerbaija",2009.0,Programs/37/37925/A37925/PM-Copy-1001/,A37925-21.wav,39.933,37925,37925_021,True,{},0,0,0,0
63767,64119,xkj,Kajali,22,"Khalkal District, E. Azerbaija",2009.0,Programs/37/37925/A37925/PM-Copy-1001/,A37925-22.wav,67.072667,37925,37925_022,True,{2: 1},0,0,1,0
63768,64120,xkj,Kajali,23,"Khalkal District, E. Azerbaija",2009.0,Programs/37/37925/A37925/PM-Copy-1001/,A37925-23.wav,25.378333,37925,37925_023,True,{2: 1},0,0,1,0
63769,64121,xkj,Kajali,24,"Khalkal District, E. Azerbaija",2009.0,Programs/37/37925/A37925/PM-Copy-1001/,A37925-24.wav,33.771,37925,37925_024,True,{},0,0,0,0
63770,64122,xkj,Kajali,25,"Khalkal District, E. Azerbaija",2009.0,Programs/37/37925/A37925/PM-Copy-1001/,A37925-25.wav,39.547,37925,37925_025,True,{2: 2},0,0,2,0
63771,64123,xkj,Kajali,26,"Khalkal District, E. Azerbaija",2009.0,Programs/37/37925/A37925/PM-Copy-1001/,A37925-26.wav,35.212667,37925,37925_026,True,{},0,0,0,0
63772,64124,xkj,Kajali,27,"Khalkal District, E. Azerbaija",2009.0,Programs/37/37925/A37925/PM-Copy-1001/,A37925-27.wav,29.492333,37925,37925_027,True,{},0,0,0,0
63773,64125,xkj,Kajali,28,"Khalkal District, E. Azerbaija",2009.0,Programs/37/37925/A37925/PM-Copy-1001/,A37925-28.wav,29.87,37925,37925_028,True,{},0,0,0,0
63774,64126,xkj,Kajali,29,"Khalkal District, E. Azerbaija",2009.0,Programs/37/37925/A37925/PM-Copy-1001/,A37925-29.wav,36.632667,37925,37925_029,True,{},0,0,0,0
63775,64127,xkj,Kajali,30,"Khalkal District, E. Azerbaija",2009.0,Programs/37/37925/A37925/PM-Copy-1001/,A37925-30.wav,33.141,37925,37925_030,True,{2: 1},0,0,1,0
63776,64128,xkj,Kajali,31,"Khalkal District, E. Azerbaija",2009.0,Programs/37/37925/A37925/PM-Copy-1001/,A37925-31.wav,30.221667,37925,37925_031,True,{2: 1},0,0,1,0
63777,64129,xkj,Kajali,32,"Khalkal District, E. Azerbaija",2009.0,Programs/37/37925/A37925/PM-Copy-1001/,A37925-32.wav,32.080333,37925,37925_032,True,{},0,0,0,0
63778,64130,xkj,Kajali,33,"Khalkal District, E. Azerbaija",2009.0,Programs/37/37925/A37925/PM-Copy-1001/,A37925-33.wav,44.507333,37925,37925_033,True,{2: 1},0,0,1,0
63779,64131,xkj,Kajali,34,"Khalkal District, E. Azerbaija",2009.0,Programs/37/37925/A37925/PM-Copy-1001/,A37925-34.wav,37.729667,37925,37925_034,True,{2: 1},0,0,1,0
63780,64132,xkj,Kajali,35,"Khalkal District, E. Azerbaija",2009.0,Programs/37/37925/A37925/PM-Copy-1001/,A37925-35.wav,42.997667,37925,37925_035,True,{2: 1},0,0,1,0
63781,64133,xkj,Kajali,36,"Khalkal District, E. Azerbaija",2009.0,Programs/37/37925/A37925/PM-Copy-1001/,A37925-36.wav,54.093333,37925,37925_036,True,{},0,0,0,0
63782,64134,xkj,Kajali,37,"Khalkal District, E. Azerbaija",2009.0,Programs/37/37925/A37925/PM-Copy-1001/,A37925-37.wav,39.526,37925,37925_037,True,{},0,0,0,0
63783,64135,xkj,Kajali,38,"Khalkal District, E. Azerbaija",2009.0,Programs/37/37925/A37925/PM-Copy-1001/,A37925-38.wav,42.412667,37925,37925_038,True,{2: 1},0,0,1,0
63784,64136,xkj,Kajali,39,"Khalkal District, E. Azerbaija",2009.0,Programs/37/37925/A37925/PM-Copy-1001/,A37925-39.wav,38.605,37925,37925_039,True,{2: 1},0,0,1,0
63785,64137,xkj,Kajali,40,"Khalkal District, E. Azerbaija",2009.0,Programs/37/37925/A37925/PM-Copy-1001/,A37925-40.wav,46.103313,37925,37925_040,True,"{0: 1, 1: 1, 2: 1}",1,1,1,0
64030,64382,kmz,Khorasani Turkish,1,"NKhorosan, Iran",2007.0,Programs/37/37959/A37959/PM-1107/,A37959-01.wav,57.973333,37959,37959_001,False,"{2: 3, 3: 1}",0,0,3,1
64031,64383,kmz,Khorasani Turkish,2,"NKhorosan, Iran",2007.0,Programs/37/37959/A37959/PM-1107/,A37959-02.wav,31.413333,37959,37959_002,False,{2: 1},0,0,1,0
64032,64384,kmz,Khorasani Turkish,3,"NKhorosan, Iran",2007.0,Programs/37/37959/A37959/PM-1107/,A37959-03.wav,38.597333,37959,37959_003,False,{2: 1},0,0,1,0
64033,64385,kmz,Khorasani Turkish,4,"NKhorosan, Iran",2007.0,Programs/37/37959/A37959/PM-1107/,A37959-04.wav,70.778667,37959,37959_004,False,{2: 1},0,0,1,0
64034,64386,kmz,Khorasani Turkish,5,"NKhorosan, Iran",2007.0,Programs/37/37959/A37959/PM-1107/,A37959-05.wav,40.277333,37959,37959_005,False,{2: 1},0,0,1,0
64035,64387,kmz,Khorasani Turkish,6,"NKhorosan, Iran",2007.0,Programs/37/37959/A37959/PM-1107/,A37959-06.wav,43.44,37959,37959_006,False,{2: 1},0,0,1,0
64036,64388,kmz,Khorasani Turkish,7,"NKhorosan, Iran",2007.0,Programs/37/37959/A37959/PM-1107/,A37959-07.wav,40.450667,37959,37959_007,False,{2: 1},0,0,1,0
64037,64389,kmz,Khorasani Turkish,8,"NKhorosan, Iran",2007.0,Programs/37/37959/A37959/PM-1107/,A37959-08.wav,54.08,37959,37959_008,False,{2: 1},0,0,1,0
64038,64390,kmz,Khorasani Turkish,9,"NKhorosan, Iran",2007.0,Programs/37/37959/A37959/PM-1107/,A37959-09.wav,39.808,37959,37959_009,False,{2: 1},0,0,1,0
64039,64391,kmz,Khorasani Turkish,10,"NKhorosan, Iran",2007.0,Programs/37/37959/A37959/PM-1107/,A37959-10.wav,57.832,37959,37959_010,False,{2: 2},0,0,2,0
64040,64392,kmz,Khorasani Turkish,11,"NKhorosan, Iran",2007.0,Programs/37/37959/A37959/PM-1107/,A37959-11.wav,50.888,37959,37959_011,False,"{2: 3, 0: 1, 1: 1}",1,1,3,0
64041,64393,kmz,Khorasani Turkish,12,"NKhorosan, Iran",2007.0,Programs/37/37959/A37959/PM-1107/,A37959-12.wav,66.530667,37959,37959_012,False,{2: 2},0,0,2,0
64042,64394,kmz,Khorasani Turkish,13,"NKhorosan, Iran",2007.0,Programs/37/37959/A37959/PM-1107/,A37959-13.wav,48.576,37959,37959_013,False,"{1: 1, 2: 1}",0,1,1,0
64043,64395,kmz,Khorasani Turkish,14,"NKhorosan, Iran",2007.0,Programs/37/37959/A37959/PM-1107/,A37959-14.wav,46.482667,37959,37959_014,False,{2: 1},0,0,1,0
64044,64396,kmz,Khorasani Turkish,15,"NKhorosan, Iran",2007.0,Programs/37/37959/A37959/PM-1107/,A37959-15.wav,48.314667,37959,37959_015,False,"{2: 3, 0: 1, 1: 1}",1,1,3,0
64045,64397,kmz,Khorasani Turkish,16,"NKhorosan, Iran",2007.0,Programs/37/37959/A37959/PM-1107/,A37959-16.wav,70.666667,37959,37959_016,False,{2: 2},0,0,2,0
64046,64398,kmz,Khorasani Turkish,17,"NKhorosan, Iran",2007.0,Programs/37/37959/A37959/PM-1107/,A37959-17.wav,62.381333,37959,37959_017,False,{2: 1},0,0,1,0
64047,64399,kmz,Khorasani Turkish,18,"NKhorosan, Iran",2007.0,Programs/37/37959/A37959/PM-1107/,A37959-18.wav,56.354667,37959,37959_018,False,{2: 1},0,0,1,0
64048,64400,kmz,Khorasani Turkish,19,"NKhorosan, Iran",2007.0,Programs/37/37959/A37959/PM-1107/,A37959-19.wav,49.650667,37959,37959_019,False,{2: 2},0,0,2,0
64049,64401,kmz,Khorasani Turkish,20,"NKhorosan, Iran",2007.0,Programs/37/37959/A37959/PM-1107/,A37959-20.wav,62.314667,37959,37959_020,False,{2: 1},0,0,1,0
64050,64402,kmz,Khorasani Turkish,21,"NKhorosan, Iran",2007.0,Programs/37/37959/A37959/PM-1107/,A37959-21.wav,60.488,37959,37959_021,False,{2: 1},0,0,1,0
64051,64403,kmz,Khorasani Turkish,22,"NKhorosan, Iran",2007.0,Programs/37/37959/A37959/PM-1107/,A37959-22.wav,92.077333,37959,37959_022,False,{2: 1},0,0,1,0
64052,64404,kmz,Khorasani Turkish,23,"NKhorosan, Iran",2007.0,Programs/37/37959/A37959/PM-1107/,A37959-23.wav,34.784,37959,37959_023,False,{2: 1},0,0,1,0
64053,64405,kmz,Khorasani Turkish,24,"NKhorosan, Iran",2007.0,Programs/37/37959/A37959/PM-1107/,A37959-24.wav,45.653333,37959,37959_024,False,{2: 2},0,0,2,0
64054,64406,kmz,Khorasani Turkish,25,"NKhorosan, Iran",2007.0,Programs/37/37959/A37959/PM-1107/,A37959-25.wav,44.32,37959,37959_025,False,{2: 2},0,0,2,0
64055,64407,kmz,Khorasani Turkish,26,"NKhorosan, Iran",2007.0,Programs/37/37959/A37959/PM-1107/,A37959-26.wav,48.877333,37959,37959_026,False,{2: 2},0,0,2,0
64056,64408,kmz,Khorasani Turkish,27,"NKhorosan, Iran",2007.0,Programs/37/37959/A37959/PM-1107/,A37959-27.wav,41.853333,37959,37959_027,False,{2: 1},0,0,1,0
64057,64409,kmz,Khorasani Turkish,28,"NKhorosan, Iran",2007.0,Programs/37/37959/A37959/PM-1107/,A37959-28.wav,36.021333,37959,37959_028,False,{2: 3},0,0,3,0
64058,64410,kmz,Khorasani Turkish,29,"NKhorosan, Iran",2007.0,Programs/37/37959/A37959/PM-1107/,A37959-29.wav,54.021333,37959,37959_029,False,{2: 1},0,0,1,0
64059,64411,kmz,Khorasani Turkish,30,"NKhorosan, Iran",2007.0,Programs/37/37959/A37959/PM-1107/,A37959-30.wav,40.413333,37959,37959_030,False,{2: 1},0,0,1,0
64060,64412,kmz,Khorasani Turkish,31,"NKhorosan, Iran",2007.0,Programs/37/37959/A37959/PM-1107/,A37959-31.wav,47.781333,37959,37959_031,False,"{1: 1, 2: 1}",0,1,1,0
64061,64413,kmz,Khorasani Turkish,32,"NKhorosan, Iran",2007.0,Programs/37/37959/A37959/PM-1107/,A37959-32.wav,44.194667,37959,37959_032,False,{2: 1},0,0,1,0
64062,64414,kmz,Khorasani Turkish,33,"NKhorosan, Iran",2007.0,Programs/37/37959/A37959/PM-1107/,A37959-33.wav,49.805333,37959,37959_033,False,{2: 2},0,0,2,0
64063,64415,kmz,Khorasani Turkish,34,"NKhorosan, Iran",2007.0,Programs/37/37959/A37959/PM-1107/,A37959-34.wav,49.277333,37959,37959_034,False,{2: 1},0,0,1,0
64064,64416,kmz,Khorasani Turkish,35,"NKhorosan, Iran",2007.0,Programs/37/37959/A37959/PM-1107/,A37959-35.wav,56.333333,37959,37959_035,False,{2: 4},0,0,4,0
64065,64417,kmz,Khorasani Turkish,36,"NKhorosan, Iran",2007.0,Programs/37/37959/A37959/PM-1107/,A37959-36.wav,69.312,37959,37959_036,False,{2: 1},0,0,1,0
64066,64418,kmz,Khorasani Turkish,37,"NKhorosan, Iran",2007.0,Programs/37/37959/A37959/PM-1107/,A37959-37.wav,54.322667,37959,37959_037,False,{2: 4},0,0,4,0
64067,64419,kmz,Khorasani Turkish,38,"NKhorosan, Iran",2007.0,Programs/37/37959/A37959/PM-1107/,A37959-38.wav,54.56,37959,37959_038,False,{2: 2},0,0,2,0
64068,64420,kmz,Khorasani Turkish,39,"NKhorosan, Iran",2007.0,Programs/37/37959/A37959/PM-1107/,A37959-39.wav,55.805333,37959,37959_039,False,{2: 2},0,0,2,0
64069,64421,kmz,Khorasani Turkish,40,"NKhorosan, Iran",2007.0,Programs/37/37959/A37959/PM-1107/,A37959-40.wav,88.468021,37959,37959_040,False,"{2: 4, 0: 2, 1: 2}",2,2,4,0
64070,64422,avd,Alviri,1,"Markazi, Iran",2009.0,Programs/37/37961/A37961/From_CM-Copy-1111/,A37961-01.wav,75.786667,37961,37961_001,True,"{2: 5, 3: 1}",0,0,5,1
64071,64423,avd,Alviri,2,"Markazi, Iran",2009.0,Programs/37/37961/A37961/From_CM-Copy-1111/,A37961-02.wav,38.730667,37961,37961_002,True,{},0,0,0,0
64072,64424,avd,Alviri,3,"Markazi, Iran",2009.0,Programs/37/37961/A37961/From_CM-Copy-1111/,A37961-03.wav,46.037333,37961,37961_003,True,{2: 1},0,0,1,0
64073,64425,avd,Alviri,4,"Markazi, Iran",2009.0,Programs/37/37961/A37961/From_CM-Copy-1111/,A37961-04.wav,76.074667,37961,37961_004,True,{},0,0,0,0
64074,64426,avd,Alviri,5,"Markazi, Iran",2009.0,Programs/37/37961/A37961/From_CM-Copy-1111/,A37961-05.wav,44.970667,37961,37961_005,True,{2: 2},0,0,2,0
64075,64427,avd,Alviri,6,"Markazi, Iran",2009.0,Programs/37/37961/A37961/From_CM-Copy-1111/,A37961-06.wav,63.022771,37961,37961_006,True,{2: 1},0,0,1,0
64076,64428,avd,Alviri,7,"Markazi, Iran",2009.0,Programs/37/37961/A37961/From_CM-Copy-1111/,A37961-07.wav,48.025667,37961,37961_007,True,{2: 1},0,0,1,0
64077,64429,avd,Alviri,8,"Markazi, Iran",2009.0,Programs/37/37961/A37961/From_CM-Copy-1111/,A37961-08.wav,59.221979,37961,37961_008,True,{2: 2},0,0,2,0
64078,64430,avd,Alviri,9,"Markazi, Iran",2009.0,Programs/37/37961/A37961/From_CM-Copy-1111/,A37961-09.wav,49.333333,37961,37961_009,True,{2: 1},0,0,1,0
64079,64431,avd,Alviri,10,"Markazi, Iran",2009.0,Programs/37/37961/A37961/From_CM-Copy-1111/,A37961-10.wav,70.490708,37961,37961_010,True,{},0,0,0,0
64080,64432,avd,Alviri,11,"Markazi, Iran",2009.0,Programs/37/37961/A37961/From_CM-Copy-1111/,A37961-11.wav,52.090688,37961,37961_011,True,{2: 1},0,0,1,0
64081,64433,avd,Alviri,12,"Markazi, Iran",2009.0,Programs/37/37961/A37961/From_CM-Copy-1111/,A37961-12.wav,65.238354,37961,37961_012,True,{},0,0,0,0
64082,64434,avd,Alviri,13,"Markazi, Iran",2009.0,Programs/37/37961/A37961/From_CM-Copy-1111/,A37961-13.wav,51.916042,37961,37961_013,True,{},0,0,0,0
64083,64435,avd,Alviri,14,"Markazi, Iran",2009.0,Programs/37/37961/A37961/From_CM-Copy-1111/,A37961-14.wav,47.532396,37961,37961_014,True,{2: 2},0,0,2,0
64084,64436,avd,Alviri,15,"Markazi, Iran",2009.0,Programs/37/37961/A37961/From_CM-Copy-1111/,A37961-15.wav,54.790604,37961,37961_015,True,{2: 1},0,0,1,0
64085,64437,avd,Alviri,16,"Markazi, Iran",2009.0,Programs/37/37961/A37961/From_CM-Copy-1111/,A37961-16.wav,81.180979,37961,37961_016,True,{2: 1},0,0,1,0
64086,64438,avd,Alviri,17,"Markazi, Iran",2009.0,Programs/37/37961/A37961/From_CM-Copy-1111/,A37961-17.wav,59.529708,37961,37961_017,True,{2: 2},0,0,2,0
64087,64439,avd,Alviri,18,"Markazi, Iran",2009.0,Programs/37/37961/A37961/From_CM-Copy-1111/,A37961-18.wav,59.174667,37961,37961_018,True,{},0,0,0,0
64088,64440,avd,Alviri,19,"Markazi, Iran",2009.0,Programs/37/37961/A37961/From_CM-Copy-1111/,A37961-19.wav,57.755354,37961,37961_019,True,{2: 1},0,0,1,0
64089,64441,avd,Alviri,20,"Markazi, Iran",2009.0,Programs/37/37961/A37961/From_CM-Copy-1111/,A37961-20.wav,74.150333,37961,37961_020,True,{2: 2},0,0,2,0
64090,64442,avd,Alviri,21,"Markazi, Iran",2009.0,Programs/37/37961/A37961/From_CM-Copy-1111/,A37961-21.wav,56.69925,37961,37961_021,True,{2: 2},0,0,2,0
64091,64443,avd,Alviri,22,"Markazi, Iran",2009.0,Programs/37/37961/A37961/From_CM-Copy-1111/,A37961-22.wav,95.457021,37961,37961_022,True,{2: 1},0,0,1,0
64092,64444,avd,Alviri,23,"Markazi, Iran",2009.0,Programs/37/37961/A37961/From_CM-Copy-1111/,A37961-23.wav,31.77775,37961,37961_023,True,{},0,0,0,0
64093,64445,avd,Alviri,24,"Markazi, Iran",2009.0,Programs/37/37961/A37961/From_CM-Copy-1111/,A37961-24.wav,46.044583,37961,37961_024,True,{2: 1},0,0,1,0
64094,64446,avd,Alviri,25,"Markazi, Iran",2009.0,Programs/37/37961/A37961/From_CM-Copy-1111/,A37961-25.wav,61.119688,37961,37961_025,True,{2: 2},0,0,2,0
64095,64447,avd,Alviri,26,"Markazi, Iran",2009.0,Programs/37/37961/A37961/From_CM-Copy-1111/,A37961-26.wav,50.693667,37961,37961_026,True,{},0,0,0,0
64096,64448,avd,Alviri,27,"Markazi, Iran",2009.0,Programs/37/37961/A37961/From_CM-Copy-1111/,A37961-27.wav,44.290063,37961,37961_027,True,{},0,0,0,0
64097,64449,avd,Alviri,28,"Markazi, Iran",2009.0,Programs/37/37961/A37961/From_CM-Copy-1111/,A37961-28.wav,39.280896,37961,37961_028,True,{2: 1},0,0,1,0
64098,64450,avd,Alviri,29,"Markazi, Iran",2009.0,Programs/37/37961/A37961/From_CM-Copy-1111/,A37961-29.wav,51.775396,37961,37961_029,True,{2: 1},0,0,1,0
64099,64451,avd,Alviri,30,"Markazi, Iran",2009.0,Programs/37/37961/A37961/From_CM-Copy-1111/,A37961-30.wav,37.201667,37961,37961_030,True,{},0,0,0,0
64100,64452,avd,Alviri,31,"Markazi, Iran",2009.0,Programs/37/37961/A37961/From_CM-Copy-1111/,A37961-31.wav,44.881979,37961,37961_031,True,{},0,0,0,0
64101,64453,avd,Alviri,32,"Markazi, Iran",2009.0,Programs/37/37961/A37961/From_CM-Copy-1111/,A37961-32.wav,44.649667,37961,37961_032,True,{2: 1},0,0,1,0
64102,64454,avd,Alviri,33,"Markazi, Iran",2009.0,Programs/37/37961/A37961/From_CM-Copy-1111/,A37961-33.wav,62.090708,37961,37961_033,True,{},0,0,0,0
64103,64455,avd,Alviri,34,"Markazi, Iran",2009.0,Programs/37/37961/A37961/From_CM-Copy-1111/,A37961-34.wav,58.888333,37961,37961_034,True,{},0,0,0,0
64104,64456,avd,Alviri,35,"Markazi, Iran",2009.0,Programs/37/37961/A37961/From_CM-Copy-1111/,A37961-35.wav,58.739333,37961,37961_035,True,{2: 3},0,0,3,0
64105,64457,avd,Alviri,36,"Markazi, Iran",2009.0,Programs/37/37961/A37961/From_CM-Copy-1111/,A37961-36.wav,65.540667,37961,37961_036,True,{},0,0,0,0
64106,64458,avd,Alviri,37,"Markazi, Iran",2009.0,Programs/37/37961/A37961/From_CM-Copy-1111/,A37961-37.wav,62.107333,37961,37961_037,True,{},0,0,0,0
64107,64459,avd,Alviri,38,"Markazi, Iran",2009.0,Programs/37/37961/A37961/From_CM-Copy-1111/,A37961-38.wav,59.756417,37961,37961_038,True,{2: 1},0,0,1,0
64108,64460,avd,Alviri,39,"Markazi, Iran",2009.0,Programs/37/37961/A37961/From_CM-Copy-1111/,A37961-39.wav,55.016542,37961,37961_039,True,{2: 1},0,0,1,0
64109,64461,avd,Alviri,40,"Markazi, Iran",2009.0,Programs/37/37961/A37961/From_CM-Copy-1111/,A37961-40.wav,65.410104,37961,37961_040,True,"{0: 1, 1: 1, 2: 1}",1,1,1,0
80161,80844,ydg,Yidgha,1,Chitral city,2012.0,Programs/64/64268/A64268/PM-1504/,A64268-001.wav,40.111069,64268,64268_001,True,{3: 3},0,0,0,3
80162,80845,ydg,Yidgha,2,Chitral city,2012.0,Programs/64/64268/A64268/PM-1504/,A64268-002.wav,31.967917,64268,64268_002,True,{3: 3},0,0,0,3
80163,80846,ydg,Yidgha,3,Chitral city,2012.0,Programs/64/64268/A64268/PM-1504/,A64268-003.wav,28.205486,64268,64268_003,True,"{3: 3, 2: 2}",0,0,2,3
80164,80847,ydg,Yidgha,4,Chitral city,2012.0,Programs/64/64268/A64268/PM-1504/,A64268-004.wav,58.344278,64268,64268_004,True,{3: 9},0,0,0,9
80165,80848,ydg,Yidgha,5,Chitral city,2012.0,Programs/64/64268/A64268/PM-1504/,A64268-005.wav,33.71325,64268,64268_005,True,{3: 4},0,0,0,4
80166,80849,ydg,Yidgha,6,Chitral city,2012.0,Programs/64/64268/A64268/PM-1504/,A64268-006.wav,47.095125,64268,64268_006,True,"{3: 6, 2: 1}",0,0,1,6
